rank,name,address,type,ca_name,placement_score,need,reach,recent_deaths_400m,nearest_nax_km,blight_score,hardship,transit_adjacent
685,"V.I.P. CHICKEN & BARBEQUE, INC.",1201 E 71ST ST 1ST 1,Corner store / food mart,GREATER GRAND CROSSING,6.0,6.0,1.0,4,0.52,35.0,66,False
686,NATACHA GROCERY,3300 W WABANSIA AVE,Corner store / food mart,HUMBOLDT PARK,5.7,5.7,1.0,4,0.44,34.9,85,False
687,ALDI INC.#94,6025 S WESTERN AVE  1ST,Liquor / package goods,CHICAGO LAWN,5.7,6.3,0.9,4,1.37,34.7,80,False
688,NEVEEN'S FOOD MARKET INC,1366 N HAMLIN AVE 1ST,Tobacco / vape,HUMBOLDT PARK,5.6,8.0,0.7,5,1.12,34.9,85,False
689,EVERGREEN CONVENIENT FOOD,3301 W EVERGREEN AVE 1 1,Tobacco / vape,HUMBOLDT PARK,5.6,8.0,0.7,5,0.65,34.9,85,False
690,COCULA RESTAURANT,8847 S COMMERCIAL AVE 1,Corner store / food mart,SOUTH CHICAGO,5.6,5.6,1.0,4,0.44,40.7,75,False
691,BONDS GROCERY,1512 S KENNETH AVE,Tobacco / vape,NORTH LAWNDALE,5.6,8.0,0.7,5,0.84,31.5,87,False
692,AMOCO GAS & FOOD,7603 S SOUTH CHICAGO AVE 1ST,Corner store / food mart,SOUTH SHORE,5.6,5.6,1.0,4,0.89,26.8,55,False
693,KUDUS HEALTH FOOD STORE,8515 S COTTAGE GROVE AVE 1,Corner store / food mart,CHATHAM,5.6,5.6,1.0,4,1.48,20.3,60,False
694,SHRIMP HOUSE,1800 E 79TH ST,Corner store / food mart,SOUTH SHORE,5.6,5.6,1.0,4,0.75,26.8,55,False
695,76TH AND JEFFERY INC,7601 S JEFFERY BLVD,Corner store / food mart,SOUTH SHORE,5.6,5.6,1.0,4,1.18,26.8,55,False
696,"CC BECKY'S CATERING, INC.",2131 E 75TH ST,Corner store / food mart,SOUTH SHORE,5.6,5.6,1.0,4,0.84,26.8,55,False
697,Dollar General Store #25059,1425 E 71ST ST 1,Corner store / food mart,SOUTH SHORE,5.6,5.6,1.0,4,0.93,26.8,55,False
698,"ORBIT STEAK, FISH & CHICKEN",9100 S COTTAGE GROVE AVE,Corner store / food mart,CHATHAM,5.6,5.6,1.0,4,1.82,20.3,60,False
699,MAMA MADE SWEET POTATA PIE,9259 S COTTAGE GROVE AVE 1ST REAR,Corner store / food mart,CHATHAM,5.6,5.6,1.0,4,1.7,20.3,60,False
700,EDEN SOUTH SHORE,7156 S DORCHESTER AVE 1-4,Corner store / food mart,SOUTH SHORE,5.6,5.6,1.0,4,0.79,26.8,55,False
701,Chartwells Higher Education / Cafe Logan,915 E 60TH ST 1,Corner store / food mart,WOODLAWN,5.5,5.5,1.0,4,0.68,17.2,58,False
702,"GREEN FOODS & LIQUOR, INC.",1026 E 67TH ST 1ST,Corner store / food mart,WOODLAWN,5.5,5.5,1.0,4,0.96,17.2,58,False
703,LEON'S BAR B QUE,1200-06 W 59TH ST,Corner store / food mart,WEST ENGLEWOOD,5.5,5.5,1.0,3,0.87,80.9,89,False
704,WALMART NEIGHBORHOOD MARKET #3110,7535 S ASHLAND AVE 1ST,Tobacco / vape,AUBURN GRESHAM,5.5,7.8,0.7,5,0.76,39.4,74,False
705,THE BAY,7915 S DR MARTIN LUTHER KING JR DR,Corner store / food mart,CHATHAM,5.5,5.5,1.0,13,0.04,20.3,60,False
706,MISS ANN'S,6652 S LANGLEY AVE,Corner store / food mart,WOODLAWN,5.5,5.5,1.0,4,0.76,17.2,58,False
707,Popeye's #866,7617 S RACINE AVE,Corner store / food mart,AUBURN GRESHAM,5.5,5.5,1.0,8,0.22,39.4,74,False
708,BIRDIES,6817 S SOUTH CHICAGO AVE,Corner store / food mart,WOODLAWN,5.5,5.5,1.0,4,1.14,17.2,58,False
709,FAULKNER SCHOOL,7110 S COLES AVE,Corner store / food mart,SOUTH SHORE,5.5,5.5,1.0,5,0.39,26.8,55,False
710,EULA PAYNE,1256 S CHRISTIANA AVE 1ST,Tobacco / vape,NORTH LAWNDALE,5.4,7.6,0.7,16,0.07,31.5,87,False
711,QUALITY MART LLC,9417 S STATE ST,Corner store / food mart,ROSELAND,5.4,3.6,1.5,8,0.13,48.9,52,True
712,MACK'S,333 W 70TH ST 1ST,Tobacco / vape,GREATER GRAND CROSSING,5.3,7.5,0.7,5,1.2,35.0,66,False
713,YUMMY'S GRILL,5609 W BLOOMINGDALE AVE,Corner store / food mart,AUSTIN,5.2,5.2,1.0,4,0.4,50.4,73,False
714,"FIVE NINE FOOD & GROCERIES, LLC",1434 W 59TH ST,Tobacco / vape,WEST ENGLEWOOD,5.2,7.4,0.7,4,1.0,80.9,89,False
715,EDDIE'S FOOD MART,1858 W 63RD ST  1ST,Tobacco / vape,WEST ENGLEWOOD,5.2,7.5,0.7,8,0.25,80.9,89,False
716,SHARKS FISH & CHICKEN,10956 S MICHIGAN AVE,Corner store / food mart,ROSELAND,5.2,5.2,1.0,7,0.25,48.9,52,False
717,KENNEDY FISH AND CHICKEN,2425 E 72ND ST,Corner store / food mart,SOUTH SHORE,5.1,5.1,1.0,7,0.26,26.8,55,False
718,O.T.'S PLACE,4815 W DIVISION ST,Corner store / food mart,AUSTIN,5.0,5.0,1.0,7,0.22,50.4,73,False
719,J & R BARBER SHOP,2240 E 73RD ST,Barbershop / salon,SOUTH SHORE,5.0,8.4,0.6,6,0.5,26.8,55,False
720,AFRICAN FOOD PALACE,8928 S COMMERCIAL AVE 1,Corner store / food mart,SOUTH CHICAGO,5.0,5.0,1.0,5,0.32,40.7,75,False
721,RISHI PHARMACY,4909 W DIVISION ST,Corner store / food mart,AUSTIN,4.9,4.9,1.0,10,0.04,50.4,73,False
722,WESTERN JERK,1334 W 87TH ST,Corner store / food mart,AUBURN GRESHAM,4.9,4.9,1.0,4,0.39,39.4,74,False
723,EL MOFONGUITO LLC,3625 W NORTH AVE 1,Corner store / food mart,HUMBOLDT PARK,4.8,4.8,1.0,3,1.03,34.9,85,False
724,DAYGLOW,1757 N KIMBALL AVE,Corner store / food mart,HUMBOLDT PARK,4.8,4.8,1.0,3,0.63,34.9,85,False
725,MOCA MASTER CUTS,3747 W NORTH AVE 1ST,Barbershop / salon,HUMBOLDT PARK,4.8,8.0,0.6,5,1.08,34.9,85,False
726,GUIDE'S SPORTS CLUB,5544 S ARCHER AVE 1ST,Corner store / food mart,GARFIELD RIDGE,4.8,4.8,1.0,4,1.78,6.9,32,False
727,NEW HOPE FOOD,1330 S WASHTENAW AVE,Corner store / food mart,NORTH LAWNDALE,4.8,4.8,1.0,3,0.79,31.5,87,False
728,EDDY'S FOOD MART,3661 W OGDEN AVE 1ST,Corner store / food mart,NORTH LAWNDALE,4.8,3.2,1.5,5,0.2,31.5,87,True
729,LOS PRIMOS FRESH MARKET & TAQUERIA LLC,4935-4937 W 47TH ST,Corner store / food mart,GARFIELD RIDGE,4.8,4.8,1.0,4,1.84,6.9,32,False
730,ONE CUT AT A TIME,7312 S COTTAGE GROVE AVE,Barbershop / salon,GREATER GRAND CROSSING,4.8,8.1,0.6,6,0.45,35.0,66,False
731,MAXWELL' S ON OGDEN,2600 W OGDEN AVE 1ST,Corner store / food mart,NORTH LAWNDALE,4.8,4.8,1.0,3,0.7,31.5,87,False
732,Ja'Grill,1407 S WASHTENAW AVE,Corner store / food mart,NORTH LAWNDALE,4.8,4.8,1.0,3,0.87,31.5,87,False
733,"DIVINE MEATS AND PRODUCE MARKET, LLC",4247 W ROOSEVELT RD 1ST,Corner store / food mart,NORTH LAWNDALE,4.8,4.8,1.0,10,0.14,31.5,87,False
734,Eccentric Trend Setters Hair Emporium,4372 W OGDEN AVE 1,Barbershop / salon,NORTH LAWNDALE,4.8,8.0,0.6,5,0.73,31.5,87,False
735,Eurest Dining Services @ Ryerson Tull,2602 W 16TH ST,Corner store / food mart,NORTH LAWNDALE,4.8,4.8,1.0,3,1.06,31.5,87,False
736,FALCON FUEL,8247-8259 S HALSTED ST 1ST,Gas / filling station,AUBURN GRESHAM,4.7,4.7,1.0,3,1.71,39.4,74,False
737,LAKE SHORE FOOD,8400 S BAKER AVE,Corner store / food mart,SOUTH CHICAGO,4.7,4.7,1.0,3,1.28,40.7,75,False
738,AMM MARATHON INC.,8158 S HALSTED ST,Gas / filling station,AUBURN GRESHAM,4.7,4.7,1.0,3,1.6,39.4,74,False
739,GAGE PARK CITGO & FOOD MART,2801 W 59TH ST,Gas / filling station,CHICAGO LAWN,4.7,4.7,1.0,3,0.8,34.7,80,False
740,SEKLYCIA LITHUANIAN MANOR INN,2711  -00015 W 71ST ST  1,Corner store / food mart,CHICAGO LAWN,4.7,4.7,1.0,3,2.2,34.7,80,False
741,REESE'S FAST FOOD,1823 W 87TH ST,Corner store / food mart,AUBURN GRESHAM,4.7,4.7,1.0,3,0.99,39.4,74,False
742,"SOUTH SHORE PRODUCE, INC.",7900 S SOUTH SHORE DR  1,Corner store / food mart,SOUTH CHICAGO,4.7,4.7,1.0,3,1.74,40.7,75,False
743,BEST SUB,8305 S RACINE AVE,Corner store / food mart,AUBURN GRESHAM,4.7,4.7,1.0,3,1.22,39.4,74,False
744,BLOCKBUSTER VIDEO #17031,5920 S WESTERN AVE,Corner store / food mart,CHICAGO LAWN,4.7,4.7,1.0,3,1.19,34.7,80,False
745,LULU FOOD MART,8401 S MUSKEGON AVE,Corner store / food mart,SOUTH CHICAGO,4.7,4.7,1.0,3,1.44,40.7,75,False
746,Barbara's,3030 E 79TH ST 1ST,Barbershop / salon,SOUTH CHICAGO,4.7,7.9,0.6,5,1.59,40.7,75,False
747,AHMAD MAROU - MARIO'S FOOD,2625 E 83RD ST  1ST,Corner store / food mart,SOUTH CHICAGO,4.7,4.7,1.0,3,1.78,40.7,75,False
748,LEO'S FOOD MART,8559 S ASHLAND AVE 1ST,Corner store / food mart,AUBURN GRESHAM,4.7,4.7,1.0,3,0.72,39.4,74,False
749,WASH N RELAX LAUNDROMAT,1364 W 79TH ST 1ST,Corner store / food mart,AUBURN GRESHAM,4.7,4.7,1.0,3,0.81,39.4,74,False
750,WESLEY' S PLACE,1713 E 79TH ST 1ST,Corner store / food mart,SOUTH CHICAGO,4.7,4.7,1.0,3,0.65,40.7,75,False
751,BEVERLY FOOD MART,8636 S ASHLAND AVE 1,Corner store / food mart,AUBURN GRESHAM,4.7,4.7,1.0,3,0.64,39.4,74,False
752,THE NEW LOOK,2544 E 83RD ST 1,Corner store / food mart,SOUTH CHICAGO,4.7,4.7,1.0,3,1.85,40.7,75,False
753,ELIZABETH'S,7351 S WESTERN AVE 1ST,Corner store / food mart,CHICAGO LAWN,4.7,4.7,1.0,3,2.38,34.7,80,False
754,LEMON'S ONE STOP FOOD MART,8357 S MARQUETTE AVE 1ST,Corner store / food mart,SOUTH CHICAGO,4.7,4.7,1.0,3,1.58,40.7,75,False
755,KENTUCKY FRIED CHICKEN,8700 S HALSTED ST,Corner store / food mart,AUBURN GRESHAM,4.7,4.7,1.0,3,1.22,39.4,74,False
756,MNJ MARTS,5822 W NORTH AVE 1ST,Corner store / food mart,AUSTIN,4.6,4.6,1.0,7,0.2,50.4,73,False
757,CARNICERIA TARANDA,3534 W WABANSIA AVE  1,Tobacco / vape,HUMBOLDT PARK,4.5,6.4,0.7,4,0.81,34.9,85,False
758,FUEL STAR,7602 S VINCENNES AVE,Gas / filling station,GREATER GRAND CROSSING,4.5,4.5,1.0,3,1.6,35.0,66,False
759,DEPENDABLE WASH STOP,2 E 103RD ST,Corner store / food mart,ROSELAND,4.5,4.5,1.0,3,1.51,48.9,52,False
760,4 & 1 CANDY STORE,6901 S WENTWORTH AVE,Corner store / food mart,GREATER GRAND CROSSING,4.5,3.0,1.5,2,0.98,35.0,66,True
761,75TH STATE SHELL,7449-7459 S STATE ST 1ST,Gas / filling station,GREATER GRAND CROSSING,4.5,4.5,1.0,3,1.2,35.0,66,False
762,DOLLAR FUNCTIONS INC,319 E 103RD ST,Corner store / food mart,ROSELAND,4.5,4.5,1.0,3,1.44,48.9,52,False
763,CITGO GAS,6661 S STATE ST,Corner store / food mart,GREATER GRAND CROSSING,4.5,4.5,1.0,3,0.74,35.0,66,False
764,DORIS FOOD MART,10501 S WENTWORTH AVE 1ST,Corner store / food mart,ROSELAND,4.5,4.5,1.0,3,1.31,48.9,52,False
765,50 YARD LINE,69 E 75TH ST 1,Corner store / food mart,GREATER GRAND CROSSING,4.5,4.5,1.0,3,1.02,35.0,66,False
766,PRETEND TOWN,420 W 111TH ST # 1ST,Corner store / food mart,ROSELAND,4.5,4.5,1.0,3,1.3,48.9,52,False
767,SOUTHSIDE MARKET INC.,7401 S STATE ST,Corner store / food mart,GREATER GRAND CROSSING,4.5,4.5,1.0,3,1.31,35.0,66,False
768,HERITAGE WOODS OF CHICAGO,2800 W FULTON ST,Corner store / food mart,EAST GARFIELD PARK,4.5,3.0,1.5,2,1.07,18.6,83,True
769,WALGREENS #5033,2015 E 79TH ST 1ST,Tobacco / vape,SOUTH CHICAGO,4.4,6.3,0.7,4,1.08,40.7,75,False
770,RICH'S FOOD MART,3240 E 91ST ST 1ST FLOOR 1,Corner store / food mart,SOUTH CHICAGO,4.4,4.4,1.0,4,0.35,40.7,75,False
771,STARBUCKS COFFEE #9942,160 W 87TH ST  D,Corner store / food mart,CHATHAM,4.2,2.8,1.5,2,1.59,20.3,60,True
772,ABBASSI FOOD & LIQUOR INC,7301 S EXCHANGE AVE 1ST,Liquor / package goods,SOUTH SHORE,4.2,4.6,0.9,11,0.06,26.8,55,False
773,W K R B FOOD & LIQUOR,9361 S COTTAGE GROVE AVE 1ST,Corner store / food mart,CHATHAM,4.2,4.2,1.0,3,1.67,20.3,60,False
774,STYLISH HAIR STUDIO,935 E 75TH ST 1ST,Barbershop / salon,GREATER GRAND CROSSING,4.2,6.9,0.6,5,0.46,35.0,66,False
775,HUNTER MOULTRY,1300  -01308 E 74TH ST 1ST,Corner store / food mart,SOUTH SHORE,4.2,4.2,1.0,3,0.63,26.8,55,False
776,ILLINOIS BOTTLED WATER CO,41 W 84TH ST,Corner store / food mart,CHATHAM,4.2,4.2,1.0,3,1.4,20.3,60,False
777,GRACE MISSION CHURCH,400 N ST LOUIS AVE  1ST,Corner store / food mart,HUMBOLDT PARK,4.1,4.1,1.0,8,0.16,34.9,85,False
778,65TH FOODS CORP.,6458 S STONY ISLAND AVE 1,Corner store / food mart,WOODLAWN,4.1,4.1,1.0,3,1.72,17.2,58,False
779,EVA FOOD MART,343 E 79TH ST 1,Corner store / food mart,CHATHAM,4.1,4.1,1.0,9,0.16,20.3,60,False
780,MISS BISCUITS REST,6767 S SOUTH CHICAGO AVE,Corner store / food mart,WOODLAWN,4.1,4.1,1.0,3,1.1,17.2,58,False
781,BIGI'S,4440 W NORTH AVE  1,Corner store / food mart,HUMBOLDT PARK,4.0,4.0,1.0,4,0.31,34.9,85,False
782,"BROS. DRUGS & LIQUORS, INC.",4201 W ROOSEVELT RD 1ST,Tobacco / vape,NORTH LAWNDALE,4.0,5.7,0.7,12,0.03,31.5,87,False
783,GATEWAY FOUNDATION-KEDZIE CENT,1706 N KEDZIE AVE 1ST,Corner store / food mart,HUMBOLDT PARK,3.9,3.9,1.0,5,0.24,34.9,85,False
784,TONY'S FOOD MART,2051 W 63RD ST,Tobacco / vape,WEST ENGLEWOOD,3.9,5.5,0.7,3,0.62,80.9,89,False
785,KARLA'S KITCHEN INC.,1002 N CICERO AVE STOREFRONT,Corner store / food mart,AUSTIN,3.8,3.8,1.0,3,0.39,50.4,73,False
786,SAVAD'S HAIR STUDIO INC.,8540 S RACINE AVE 1,Barbershop / salon,AUBURN GRESHAM,3.8,6.3,0.6,4,0.74,39.4,74,False
787,CAFETERIA Y NEVERIA FRUTILANDIA,9010 S COMMERCIAL AVE 1ST,Corner store / food mart,SOUTH CHICAGO,3.8,3.8,1.0,6,0.2,40.7,75,False
788,A & B TOBACCO INC.,4612 W 59TH ST  1,Corner store / food mart,GARFIELD RIDGE,3.6,2.4,1.5,2,1.23,6.9,32,True
789,HALINA'S PUB,7023 W ARCHER AVE 1ST,Corner store / food mart,GARFIELD RIDGE,3.6,3.6,1.0,3,1.43,6.9,32,False
790,CAFE TWO07,5842 S ARCHER AVE 1,Corner store / food mart,GARFIELD RIDGE,3.6,3.6,1.0,3,1.68,6.9,32,False
791,HUDSON NEWS AERO MART,5757 S CICERO AVE  CC-02,Corner store / food mart,GARFIELD RIDGE,3.6,2.4,1.5,2,1.28,6.9,32,True
792,BOBAK SAUSAGE COMPANY,5279 S ARCHER AVE 1ST,Corner store / food mart,GARFIELD RIDGE,3.6,3.6,1.0,3,1.01,6.9,32,False
793,CITGO,4520 S CICERO AVE,Gas / filling station,GARFIELD RIDGE,3.6,3.6,1.0,3,1.76,6.9,32,False
794,RED CARPET HAIR SALON,7522 S VINCENNES AVE 1 1,Barbershop / salon,GREATER GRAND CROSSING,3.6,6.0,0.6,4,1.61,35.0,66,False
795,DUNKIN DONUTS,5615 S HARLEM AVE,Corner store / food mart,GARFIELD RIDGE,3.6,3.6,1.0,3,1.78,6.9,32,False
796,K & M QUICK MART,11334 S MICHIGAN AVE,Corner store / food mart,ROSELAND,3.6,3.6,1.0,3,0.4,48.9,52,False
797,HAIR WE ARE,5434 S ARCHER AVE,Barbershop / salon,GARFIELD RIDGE,3.6,6.0,0.6,5,1.49,6.9,32,False
798,MARCO'S PALACE,5045 W 47TH ST,Corner store / food mart,GARFIELD RIDGE,3.6,3.6,1.0,3,2.06,6.9,32,False
799,DORSEY'S DEVELOPMENTAL INSTITUTE,2938 E 91ST ST,Corner store / food mart,SOUTH CHICAGO,3.6,3.6,1.0,7,0.16,40.7,75,False
800,BEST FOOD CENTER,722 N CICERO AVE,Corner store / food mart,AUSTIN,3.5,3.5,1.0,7,0.15,50.4,73,False
801,PETE'S PRODUCE,1411 W 87TH ST,Corner store / food mart,AUBURN GRESHAM,3.5,3.5,1.0,3,0.37,39.4,74,False
802,Dunkin Donuts,5705-5709 W NORTH AVE 1,Corner store / food mart,AUSTIN,3.4,3.4,1.0,7,0.05,50.4,73,False
803,NADER WHOLESALE GROCERS INC,5077 W LEXINGTON ST,Tobacco / vape,AUSTIN,3.4,4.9,0.7,3,1.05,50.4,73,False
804,EUGENE'S ULTIMATE SOUL FOOD,4924 W CHICAGO AVE 1,Corner store / food mart,AUSTIN,3.4,3.4,1.0,7,0.11,50.4,73,False
805,ROMA'S REST,9273 S SOUTH CHICAGO AVE,Corner store / food mart,SOUTH CHICAGO,3.4,3.4,1.0,3,0.36,40.7,75,False
806,SAYEL FOOD MART INC.,9127 S COMMERCIAL AVE 1ST,Corner store / food mart,SOUTH CHICAGO,3.4,3.4,1.0,6,0.18,40.7,75,False
807,MCDONALD'S RESTAURANT,9211 S COMMERCIAL AVE,Corner store / food mart,SOUTH CHICAGO,3.4,3.4,1.0,4,0.27,40.7,75,False
808,PETE'S QUALITY MEATS,255 W 95TH ST,Corner store / food mart,ROSELAND,3.4,3.4,1.0,7,0.16,48.9,52,False
809,THE ALOE SHOPPE,117 E 95TH ST,Corner store / food mart,ROSELAND,3.4,2.3,1.5,2,0.38,48.9,52,True
810,BIG KMART #9355,1740 N KOSTNER AVE,Corner store / food mart,HUMBOLDT PARK,3.3,3.3,1.0,3,0.34,34.9,85,False
811,GREEN LINE FOOD MART,7701 S RACINE AVE,Tobacco / vape,AUBURN GRESHAM,3.3,4.7,0.7,4,0.37,39.4,74,False
812,ALDI 16,1440 N KOSTNER AVE 1,Liquor / package goods,HUMBOLDT PARK,3.2,3.5,0.9,3,0.37,34.9,85,False
813,THE DEPOT,5840 W ROOSEVELT RD 1,Corner store / food mart,AUSTIN,3.2,3.2,1.0,2,1.96,50.4,73,False
814,KARLA' S KITCHEN,6204 W NORTH AVE 1ST,Corner store / food mart,AUSTIN,3.2,3.2,1.0,2,0.95,50.4,73,False
815,MAICOS TACOS AND BAKERY,5952 W ROOSEVELT RD 1ST,Corner store / food mart,AUSTIN,3.2,3.2,1.0,2,2.11,50.4,73,False
816,NICKS FOOD MART,2301 E 83RD ST,Corner store / food mart,SOUTH CHICAGO,3.2,3.2,1.0,2,1.49,40.7,75,False
817,"J & L FOOD MART, INC.",3036 E 87TH ST 1,Corner store / food mart,SOUTH CHICAGO,3.2,3.2,1.0,2,0.79,40.7,75,False
818,LONCARS,3201 E 92ND ST,Corner store / food mart,SOUTH CHICAGO,3.2,3.2,1.0,3,0.33,40.7,75,False
819,H & M MURPHY GROCERIES,8400 S KINGSTON AVE,Corner store / food mart,SOUTH CHICAGO,3.2,3.2,1.0,2,1.67,40.7,75,False
820,FRANCISCO ESPINOZA,8827 S ESCANABA AVE,Corner store / food mart,SOUTH CHICAGO,3.2,3.2,1.0,2,0.61,40.7,75,False
821,RAY'S FOOD INC.,8701 S MARQUETTE AVE,Corner store / food mart,SOUTH CHICAGO,3.2,3.2,1.0,2,0.97,40.7,75,False
822,THE COTTAGE BARBER SHOP,7228 S COTTAGE GROVE AVE 1ST,Barbershop / salon,GREATER GRAND CROSSING,3.2,5.4,0.6,4,0.45,35.0,66,False
823,GRANNY B'S,2632 W 71ST ST,Corner store / food mart,CHICAGO LAWN,3.1,3.1,1.0,2,2.25,34.7,80,False
824,87TH STREET JERK,1710 W 87TH ST 1,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,0.78,39.4,74,False
825,Pacheco's Tacos Restaurant LLC,7301 S KEDZIE AVE,Corner store / food mart,CHICAGO LAWN,3.1,3.1,1.0,2,2.24,34.7,80,False
826,WINGZ IT IZ,2053 W 79TH ST,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,1.91,39.4,74,False
827,PARKSIDE FOOD AND LIQUOR,3215 W 71ST ST,Corner store / food mart,CHICAGO LAWN,3.1,3.1,1.0,2,1.97,34.7,80,False
828,GAS FOR LESS,8510 S ASHLAND AVE,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,0.86,39.4,74,False
829,LUNA'S,5901 S TROY ST,Corner store / food mart,CHICAGO LAWN,3.1,3.1,1.0,2,0.49,34.7,80,False
830,PRIME FISH,8022 S HALSTED ST 1ST,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,1.34,39.4,74,False
831,CHARTWELLS THOMPSON HOSPITALITY,8748 S ABERDEEN ST 1ST,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,0.6,39.4,74,False
832,SUBWAY,8711 S ASHLAND AVE,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,0.54,39.4,74,False
833,FIREHOUSE STEAK & LEMONADE,1901 W 87TH ST,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,1.1,39.4,74,False
834,GREAT SHARK,1950 W 87TH ST,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,1.27,39.4,74,False
835,SNK,2801-2813 W 71ST ST 1ST,Gas / filling station,CHICAGO LAWN,3.1,3.1,1.0,2,2.13,34.7,80,False
836,DOLLAR GENERAL #15472,8201 S RACINE AVE,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,1.38,39.4,74,False
837,SUNRISE GYROS INC.,8106 S RACINE AVE 1ST,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,1.2,39.4,74,False
838,CRAWFORD SAUSAGE CO INC,2310 S PULASKI RD,Corner store / food mart,NORTH LAWNDALE,3.1,3.1,1.0,4,0.25,31.5,87,False
839,SANDRA'S FOOD INC.,2841 W 59TH ST,Corner store / food mart,CHICAGO LAWN,3.1,3.1,1.0,2,0.8,34.7,80,False
840,TRIPLE A SOULFOOD RESTAURANT,1111 W 79TH ST,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,0.8,39.4,74,False
841,SANDERS GROCERY,8643 S RACINE AVE,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,0.58,39.4,74,False
842,JMJ Choice,2650 W 69TH ST FIRST,Corner store / food mart,CHICAGO LAWN,3.1,3.1,1.0,2,1.87,34.7,80,False
843,"SODEXO AMERICA, LLC",8131 S MAY ST,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,1.28,39.4,74,False
844,GRANNY'S FAMILY DINING,8414-8416 S ASHLAND AVE,Corner store / food mart,AUBURN GRESHAM,3.1,3.1,1.0,2,1.03,39.4,74,False
845,CITGO,10007 S MICHIGAN AVE,Corner store / food mart,ROSELAND,3.0,3.0,1.0,2,1.11,48.9,52,False
846,LITTLE PAPAS & LEMONADE INC,11315 S HALSTED ST,Corner store / food mart,ROSELAND,3.0,3.0,1.0,2,1.14,48.9,52,False
847,KENTUCKY FRIED CHICKEN 200 116,7508 S LAFAYETTE AVE  1ST,Corner store / food mart,GREATER GRAND CROSSING,3.0,3.0,1.0,2,1.26,35.0,66,False
848,POPEYE'S CHICKEN RESTAURANT,616 E 103RD ST,Corner store / food mart,ROSELAND,3.0,3.0,1.0,2,1.67,48.9,52,False
849,Krispy Krunchy Chicken,6659 S WENTWORTH AVE STORE FRONT -,Corner store / food mart,GREATER GRAND CROSSING,3.0,3.0,1.0,2,0.56,35.0,66,False
850,HI-LOW SUPERMARKET,445 E 103RD ST,Corner store / food mart,ROSELAND,3.0,3.0,1.0,2,1.51,48.9,52,False
851,BUY -N- SAVE,209 E 103RD ST GROUND,Corner store / food mart,ROSELAND,3.0,3.0,1.0,2,1.42,48.9,52,False
852,Checkers #6361,11449 S HALSTED ST 1,Corner store / food mart,ROSELAND,3.0,3.0,1.0,2,0.83,48.9,52,False
853,SLOPPY'S,401 E 103RD ST,Corner store / food mart,ROSELAND,3.0,3.0,1.0,2,1.47,48.9,52,False
854,EUREST DINING SERVICES,6800 S WENTWORTH AVE,Corner store / food mart,GREATER GRAND CROSSING,3.0,3.0,1.0,2,0.78,35.0,66,False
855,WENCES HAIR STUDIO,3540 W NORTH AVE,Barbershop / salon,HUMBOLDT PARK,2.9,4.8,0.6,3,0.87,34.9,85,False
856,DOLLAR TREE #08796,1550 N KOSTNER AVE 1ST,Corner store / food mart,HUMBOLDT PARK,2.9,2.9,1.0,4,0.23,34.9,85,False
857,UTOPIA UNISEX SALON,6118 W NORTH AVE 1ST,Barbershop / salon,AUSTIN,2.9,4.9,0.6,3,0.79,50.4,73,False
858,"SHOP RITE FOOD & DOLLAR, INC.",3207 W 59TH ST 1ST,Corner store / food mart,CHICAGO LAWN,2.9,2.9,1.0,2,0.47,34.7,80,False
859,TOWN FOOD & LIQUOR,1813 W 63RD ST,Corner store / food mart,WEST ENGLEWOOD,2.8,2.8,1.0,5,0.1,80.9,89,False
860,APOSTOLIC CHURCH OF GOD-DINING,6320 S DORCHESTER AVE  DININ,Corner store / food mart,WOODLAWN,2.8,2.8,1.0,2,1.26,17.2,58,False
861,PRIVILEGE,6947 S SOUTH CHICAGO AVE,Corner store / food mart,WOODLAWN,2.8,2.8,1.0,2,0.98,17.2,58,False
862,MAINLINE CONVENIENCE STORE,604 E 89TH PL,Corner store / food mart,CHATHAM,2.8,2.8,1.0,2,1.69,20.3,60,False
863,GRACIE'S HOUSE OF BEAUTY,8501 S RACINE AVE,Barbershop / salon,AUBURN GRESHAM,2.8,4.7,0.6,3,0.86,39.4,74,False
864,NICKS LIQUORS,8103-8107 S HALSTED ST,Liquor / package goods,AUBURN GRESHAM,2.8,3.1,0.9,2,1.46,39.4,74,False
865,TRE'S ORIGINAL PANCAKE HOUSE,1528 E 63RD ST  1ST F,Corner store / food mart,WOODLAWN,2.8,2.8,1.0,2,1.57,17.2,58,False
